Date,Open,High,Low,Close,Adj Close,Volume
2015-06-12,4962.220215,4973.069824,4852.359863,4901.189941,4901.189941,118044300
2015-06-15,4844.950195,4871.069824,4805.100098,4815.359863,4815.359863,106993300
2015-06-16,4778.209961,4857.629883,4748.930176,4839.859863,4839.859863,122656600
2015-06-17,4845.729980,4858.049805,4773.189941,4790.620117,4790.620117,108775800
2015-06-18,4777.910156,4805.009766,4712.970215,4803.479980,4803.479980,135723200
2015-06-19,4807.580078,4870.520020,4799.270020,4815.370117,4815.370117,183933200
2015-06-22,4926.629883,5010.390137,4911.859863,4998.609863,4998.609863,170982500
2015-06-23,5045.569824,5078.509766,5024.259766,5057.680176,5057.680176,129386400
2015-06-24,5060.580078,5065.740234,5001.669922,5045.350098,5045.350098,137708100
2015-06-25,4996.629883,5087.080078,4996.629883,5041.709961,5041.709961,128574400
2015-06-26,5010.220215,5095.040039,4985.879883,5059.169922,5059.169922,105581800
2015-06-29,4821.450195,4946.620117,4819.029785,4869.819824,4869.819824,171663100
2015-06-30,4849.390137,4892.479980,4789.609863,4790.200195,4790.200195,167742900
2015-07-01,4849.430176,4941.609863,4813.689941,4883.189941,4883.189941,151634100
2015-07-02,4898.549805,4903.509766,4833.140137,4835.560059,4835.560059,100577600
2015-07-03,4836.459961,4847.379883,4780.549805,4808.220215,4808.220215,86776200
2015-07-06,4709.009766,4775.490234,4699.169922,4711.540039,4711.540039,136187400
2015-07-07,4712.629883,4724.540039,4602.160156,4604.640137,4604.640137,163782600
2015-07-08,4611.859863,4671.870117,4601.899902,4639.020020,4639.020020,144187300
2015-07-09,4667.209961,4777.029785,4655.450195,4757.220215,4757.220215,121520700
2015-07-10,4884.049805,4922.629883,4850.939941,4903.069824,4903.069824,139526500
2015-07-13,4985.140137,5010.580078,4959.620117,4998.100098,4998.100098,124421200
2015-07-14,4995.359863,5032.470215,4981.020020,5032.470215,5032.470215,88560800
2015-07-15,5027.910156,5055.600098,5017.830078,5047.240234,5047.240234,93627300
2015-07-16,5071.899902,5147.399902,5067.750000,5121.500000,5121.500000,123015200
2015-07-17,5138.979980,5138.979980,5110.479980,5124.390137,5124.390137,102644300
2015-07-20,5134.160156,5184.740234,5130.970215,5142.490234,5142.490234,79072100
2015-07-21,5153.850098,5157.240234,5093.770020,5106.569824,5106.569824,88546500
2015-07-22,5070.669922,5101.220215,5070.669922,5082.569824,5082.569824,89515800
2015-07-23,5122.850098,5122.850098,5067.819824,5086.740234,5086.740234,76980800
2015-07-24,5075.250000,5120.640137,5051.140137,5057.359863,5057.359863,104074600
2015-07-27,5030.890137,5033.910156,4924.290039,4927.600098,4927.600098,117642300
2015-07-28,4958.459961,4997.149902,4937.649902,4977.319824,4977.319824,111978000
2015-07-29,5006.009766,5021.439941,4970.279785,5017.439941,5017.439941,118376700
2015-07-30,5049.240234,5061.529785,5000.970215,5046.419922,5046.419922,145978900
2015-07-31,5063.470215,5083.640137,5035.379883,5082.609863,5082.609863,121244500
2015-08-03,5076.799805,5125.709961,5066.149902,5120.520020,5120.520020,102330900
2015-08-04,5114.629883,5114.629883,5075.879883,5112.140137,5112.140137,120699400
2015-08-05,5135.310059,5202.759766,5134.370117,5196.729980,5196.729980,122479600
2015-08-06,5186.549805,5217.799805,5177.950195,5192.109863,5192.109863,85599700
2015-08-07,5187.870117,5190.350098,5152.890137,5154.750000,5154.750000,92833800
2015-08-10,5179.839844,5197.649902,5133.629883,5195.410156,5195.410156,75338800
2015-08-11,5184.209961,5184.209961,5094.479980,5099.029785,5099.029785,101544800
2015-08-12,5051.490234,5051.720215,4907.330078,4925.430176,4925.430176,148968600
2015-08-13,5006.009766,5023.939941,4972.580078,4986.850098,4986.850098,95687200
2015-08-14,4987.060059,5017.220215,4940.729980,4956.470215,4956.470215,75630400
2015-08-17,4996.759766,5025.709961,4923.009766,4984.830078,4984.830078,80693900
2015-08-18,4972.790039,5000.279785,4956.120117,4971.250000,4971.250000,67103200
2015-08-19,4939.299805,4949.120117,4884.100098,4884.100098,4884.100098,91668100
2015-08-20,4867.450195,4882.109863,4774.870117,4783.549805,4783.549805,116307600
2015-08-21,4704.270020,4775.720215,4630.990234,4630.990234,4630.990234,156577700
2015-08-24,4465.479980,4540.129883,4230.490234,4383.459961,4383.459961,323292800
2015-08-25,4458.089844,4596.240234,4431.830078,4564.859863,4564.859863,221636500
2015-08-26,4499.229980,4582.209961,4430.750000,4501.049805,4501.049805,156232400
2015-08-27,4612.270020,4686.669922,4589.520020,4658.180176,4658.180176,152983100
2015-08-28,4663.979980,4675.129883,4624.109863,4675.129883,4675.129883,102147900
2015-08-31,4636.439941,4657.759766,4608.620117,4652.950195,4652.950195,90060900
2015-09-01,4586.330078,4599.229980,4499.490234,4541.160156,4541.160156,138326600
2015-09-02,4558.000000,4599.759766,4517.810059,4554.919922,4554.919922,103217500
2015-09-03,4601.750000,4692.299805,4589.979980,4653.790039,4653.790039,135856000
2015-09-04,4607.910156,4611.049805,4500.950195,4523.080078,4523.080078,133313100
2015-09-07,4563.850098,4587.589844,4524.990234,4549.640137,4549.640137,67094800
2015-09-08,4581.660156,4655.080078,4575.609863,4598.259766,4598.259766,99964700
2015-09-09,4707.410156,4733.049805,4662.879883,4664.589844,4664.589844,111082900
2015-09-10,4615.720215,4665.830078,4584.290039,4596.529785,4596.529785,111380500
2015-09-11,4618.589844,4618.589844,4545.140137,4548.720215,4548.720215,97934200
2015-09-14,4554.709961,4596.750000,4513.500000,4518.149902,4518.149902,100294700
2015-09-15,4529.959961,4591.470215,4502.209961,4569.370117,4569.370117,102194600
2015-09-16,4610.160156,4653.339844,4604.080078,4645.839844,4645.839844,99264400
2015-09-17,4660.169922,4665.990234,4629.200195,4655.140137,4655.140137,92433200
2015-09-18,4623.100098,4623.100098,4495.049805,4535.850098,4535.850098,248859900
2015-09-21,4526.279785,4605.259766,4526.279785,4585.500000,4585.500000,103003700
2015-09-22,4582.919922,4582.919922,4415.970215,4428.509766,4428.509766,158626000
2015-09-23,4427.790039,4488.270020,4400.419922,4432.830078,4432.830078,143884400
2015-09-24,4434.700195,4455.049805,4309.419922,4347.240234,4347.240234,172337200
2015-09-25,4423.120117,4514.419922,4413.709961,4480.660156,4480.660156,134147500
2015-09-28,4452.240234,4470.069824,4337.279785,4357.049805,4357.049805,134411100
2015-09-29,4297.189941,4377.220215,4278.569824,4343.729980,4343.729980,148574600
2015-09-30,4433.759766,4474.720215,4413.080078,4455.290039,4455.290039,160356000
2015-10-01,4518.029785,4528.160156,4408.120117,4426.540039,4426.540039,149269600
2015-10-02,4472.500000,4518.390137,4386.100098,4458.879883,4458.879883,143984300
2015-10-05,4543.069824,4631.839844,4528.020020,4616.899902,4616.899902,142138000
2015-10-06,4610.430176,4684.790039,4589.290039,4660.640137,4660.640137,137140900
2015-10-07,4680.850098,4730.299805,4654.279785,4667.339844,4667.339844,154754500
2015-10-08,4657.240234,4687.189941,4643.919922,4675.910156,4675.910156,109749100
2015-10-09,4723.279785,4737.689941,4693.250000,4701.390137,4701.390137,129585900
2015-10-12,4705.220215,4713.410156,4663.339844,4688.700195,4688.700195,96002100
2015-10-13,4667.509766,4667.509766,4598.109863,4643.379883,4643.379883,116870400
2015-10-14,4608.419922,4660.430176,4580.839844,4609.029785,4609.029785,117314200
2015-10-15,4651.770020,4683.750000,4622.450195,4675.290039,4675.290039,113311300
2015-10-16,4702.560059,4718.910156,4680.220215,4702.790039,4702.790039,108928800
2015-10-19,4697.520020,4744.970215,4684.520020,4704.069824,4704.069824,88461400
2015-10-20,4708.189941,4711.950195,4649.979980,4673.810059,4673.810059,93237900
2015-10-21,4691.370117,4716.569824,4642.939941,4695.100098,4695.100098,104452800
2015-10-22,4675.149902,4816.990234,4670.100098,4802.180176,4802.180176,154484900
2015-10-23,4840.319824,4947.020020,4840.319824,4923.640137,4923.640137,168459100
2015-10-26,4908.330078,4924.240234,4881.049805,4897.129883,4897.129883,98118000
2015-10-27,4885.089844,4896.459961,4847.069824,4847.069824,4847.069824,110995600
2015-10-28,4857.850098,4907.839844,4848.500000,4890.580078,4890.580078,110846300
2015-10-29,4892.879883,4899.839844,4841.390137,4885.819824,4885.819824,188704100
2015-10-30,4895.029785,4909.160156,4865.160156,4897.660156,4897.660156,122869800
2015-11-02,4848.859863,4936.850098,4845.120117,4916.209961,4916.209961,113864200
2015-11-03,4920.020020,4936.180176,4895.839844,4936.180176,4936.180176,106982700
2015-11-04,4951.189941,4992.970215,4942.080078,4948.290039,4948.290039,141136400
2015-11-05,4967.939941,5008.060059,4935.220215,4980.040039,4980.040039,174743800
2015-11-06,4964.879883,5011.649902,4930.919922,4984.149902,4984.149902,150861200
2015-11-09,4978.839844,4983.770020,4906.479980,4911.169922,4911.169922,101330800
2015-11-10,4937.370117,4942.620117,4873.450195,4912.160156,4912.160156,112797400
2015-11-11,4919.100098,4973.899902,4917.089844,4952.509766,4952.509766,116077400
2015-11-12,4941.259766,4963.379883,4851.040039,4856.649902,4856.649902,122599900
2015-11-13,4835.689941,4860.529785,4762.330078,4807.950195,4807.950195,114037800
2015-11-16,4756.919922,4824.020020,4751.029785,4804.310059,4804.310059,108609700
2015-11-17,4850.290039,4937.310059,4840.750000,4937.310059,4937.310059,119347400
2015-11-18,4901.120117,4918.140137,4879.359863,4906.720215,4906.720215,97351700
2015-11-19,4943.899902,4962.450195,4901.069824,4915.100098,4915.100098,0
2015-11-20,4929.339844,4934.290039,4879.490234,4910.970215,4910.970215,114731300
2015-11-23,4901.680176,4905.330078,4860.729980,4889.120117,4889.120117,96366200
2015-11-24,4863.810059,4865.419922,4773.979980,4820.279785,4820.279785,115225800
2015-11-25,4830.220215,4911.830078,4821.509766,4892.990234,4892.990234,116198900
2015-11-26,4884.350098,4956.080078,4883.270020,4946.020020,4946.020020,0
2015-11-27,4919.009766,4961.450195,4908.899902,4930.140137,4930.140137,73739100
2015-11-30,4917.149902,4974.359863,4901.290039,4957.600098,4957.600098,113125600
2015-12-01,4960.379883,4968.310059,4897.870117,4914.529785,4914.529785,127971100
2015-12-02,4925.240234,4942.120117,4886.859863,4905.759766,4905.759766,135040300
2015-12-03,4895.640137,4975.709961,4730.209961,4730.209961,4730.209961,204118500
2015-12-04,4715.689941,4740.470215,4670.990234,4714.790039,4714.790039,158222700
2015-12-07,4746.259766,4803.479980,4733.339844,4756.410156,4756.410156,103508000
2015-12-08,4750.419922,4757.200195,4656.560059,4681.859863,4681.859863,145488000
2015-12-09,4695.899902,4714.640137,4619.490234,4637.450195,4637.450195,171226800
2015-12-10,4617.540039,4661.040039,4596.339844,4635.060059,4635.060059,139944600
2015-12-11,4617.180176,4630.270020,4527.259766,4549.560059,4549.560059,151768100
2015-12-14,4572.370117,4623.160156,4472.649902,4473.069824,4473.069824,154702400
2015-12-15,4522.470215,4626.759766,4519.959961,4614.399902,4614.399902,165804900
2015-12-16,4621.470215,4664.200195,4593.919922,4624.669922,4624.669922,132766800
2015-12-17,4729.399902,4748.759766,4674.580078,4677.540039,4677.540039,148504100
2015-12-18,4629.560059,4672.350098,4601.390137,4625.259766,4625.259766,221520200
2015-12-21,4617.200195,4666.490234,4565.169922,4565.169922,4565.169922,114513000
2015-12-22,4596.549805,4604.790039,4526.859863,4567.600098,4567.600098,85380100
2015-12-23,4614.250000,4686.089844,4614.250000,4674.529785,4674.529785,101333700
2015-12-24,4670.859863,4671.680176,4651.439941,4663.180176,4663.180176,16313800
2015-12-28,4667.029785,4669.839844,4613.779785,4617.950195,4617.950195,44645300
2015-12-29,4648.790039,4701.359863,4648.790039,4701.359863,4701.359863,62749700
2015-12-30,4690.310059,4708.319824,4672.259766,4677.140137,4677.140137,56083400
2016-01-04,4582.049805,4586.109863,4490.299805,4522.450195,4522.450195,130633900
2016-01-05,4573.540039,4575.450195,4481.700195,4537.629883,4537.629883,104182900
2016-01-06,4528.120117,4533.240234,4440.770020,4480.470215,4480.470215,104877300
2016-01-07,4346.100098,4424.140137,4323.549805,4403.580078,4403.580078,137701000
2016-01-08,4404.180176,4437.020020,4333.740234,4333.759766,4333.759766,124197200
2016-01-11,4333.209961,4383.919922,4312.740234,4312.740234,4312.740234,107025000
2016-01-12,4317.490234,4429.040039,4305.770020,4378.750000,4378.750000,123293200
2016-01-13,4426.759766,4465.560059,4374.020020,4391.939941,4391.939941,111469800
2016-01-14,4341.359863,4352.149902,4234.839844,4312.890137,4312.890137,166010000
2016-01-15,4305.439941,4319.470215,4178.870117,4210.160156,4210.160156,176801800
2016-01-18,4211.109863,4254.459961,4161.370117,4189.569824,4189.569824,126059700
2016-01-19,4267.770020,4308.089844,4251.529785,4272.259766,4272.259766,130260700
2016-01-20,4171.430176,4178.819824,4084.679932,4124.950195,4124.950195,156074200
2016-01-21,4129.700195,4234.649902,4113.580078,4206.399902,4206.399902,166740100
2016-01-22,4293.259766,4371.649902,4280.950195,4336.689941,4336.689941,154178800
2016-01-25,4365.149902,4365.149902,4291.859863,4311.330078,4311.330078,119945600
2016-01-26,4238.850098,4366.649902,4224.450195,4356.810059,4356.810059,127614400
2016-01-27,4349.790039,4380.359863,4319.359863,4380.359863,4380.359863,113439600
2016-01-28,4362.549805,4403.680176,4284.379883,4322.160156,4322.160156,145439700
2016-01-29,4386.850098,4417.020020,4340.189941,4417.020020,4417.020020,148804300
2016-02-01,4418.140137,4422.609863,4350.089844,4392.330078,4392.330078,106985100
2016-02-02,4368.919922,4377.569824,4253.509766,4283.990234,4283.990234,127965300
2016-02-03,4282.410156,4294.410156,4177.970215,4226.959961,4226.959961,152722600
2016-02-04,4276.169922,4279.120117,4176.479980,4228.529785,4228.529785,158951600
2016-02-05,4236.069824,4269.470215,4187.970215,4200.669922,4200.669922,179204000
2016-02-08,4217.450195,4220.850098,4046.639893,4066.310059,4066.310059,165143900
2016-02-09,4072.320068,4091.879883,3951.290039,3997.540039,3997.540039,192219900
2016-02-10,4027.080078,4115.169922,3987.489990,4061.199951,4061.199951,154266800
2016-02-11,3990.330078,3998.100098,3892.459961,3896.709961,3896.709961,186961400
2016-02-12,3949.159912,3995.060059,3922.709961,3995.060059,3995.060059,157391500
2016-02-15,4086.290039,4144.810059,4076.810059,4115.250000,4115.250000,123815300
2016-02-16,4157.299805,4157.299805,4086.830078,4110.660156,4110.660156,125207000
2016-02-17,4119.350098,4238.330078,4112.040039,4233.470215,4233.470215,154374300
2016-02-18,4255.069824,4279.189941,4212.589844,4239.759766,4239.759766,129413300
2016-02-19,4232.220215,4255.569824,4182.330078,4223.040039,4223.040039,115689200
2016-02-22,4260.620117,4303.899902,4259.259766,4298.700195,4298.700195,104477100
2016-02-23,4272.220215,4301.919922,4236.950195,4238.419922,4238.419922,100778200
2016-02-24,4232.479980,4233.299805,4117.490234,4155.339844,4155.339844,130494900
2016-02-25,4219.799805,4268.660156,4198.089844,4248.450195,4248.450195,130635500
2016-02-26,4297.870117,4352.390137,4292.520020,4314.569824,4314.569824,117629300
2016-02-29,4275.839844,4354.620117,4254.770020,4353.549805,4353.549805,122273800
2016-03-01,4343.930176,4406.950195,4328.799805,4406.839844,4406.839844,123159300
2016-03-02,4428.950195,4448.299805,4387.209961,4424.890137,4424.890137,120925400
2016-03-03,4430.899902,4430.899902,4392.580078,4416.080078,4416.080078,116721600
2016-03-04,4437.819824,4480.209961,4413.930176,4456.620117,4456.620117,132614700
2016-03-07,4436.370117,4458.819824,4406.899902,4442.290039,4442.290039,121147100
2016-03-08,4405.160156,4437.169922,4363.549805,4404.020020,4404.020020,109238900
2016-03-09,4405.950195,4458.770020,4397.979980,4425.649902,4425.649902,116109800
2016-03-10,4432.560059,4580.970215,4350.350098,4350.350098,4350.350098,175255300
2016-03-11,4430.240234,4492.790039,4421.950195,4492.790039,4492.790039,149823700
2016-03-14,4501.810059,4535.910156,4494.600098,4506.589844,4506.589844,125097000
2016-03-15,4474.259766,4488.779785,4450.160156,4472.629883,4472.629883,115811100
2016-03-16,4486.700195,4502.959961,4446.990234,4463.000000,4463.000000,105409600
2016-03-17,4501.680176,4501.680176,4367.439941,4442.890137,4442.890137,149291500
2016-03-18,4452.040039,4472.729980,4418.490234,4462.509766,4462.509766,259017000
2016-03-21,4425.839844,4481.109863,4415.930176,4427.799805,4427.799805,90434900
2016-03-22,4396.870117,4431.970215,4358.569824,4431.970215,4431.970215,113288300
2016-03-23,4442.589844,4467.859863,4396.100098,4423.979980,4423.979980,97919500
2016-03-24,4390.109863,4392.810059,4323.180176,4329.680176,4329.680176,109844400
2016-03-29,4354.029785,4382.979980,4333.330078,4366.669922,4366.669922,80842200
2016-03-30,4387.359863,4466.500000,4387.359863,4444.419922,4444.419922,100793300
2016-03-31,4416.839844,4419.620117,4378.770020,4385.060059,4385.060059,110982200
2016-04-01,4331.279785,4331.279785,4261.250000,4322.240234,4322.240234,139045500
2016-04-04,4311.189941,4378.049805,4280.899902,4345.220215,4345.220215,106194400
2016-04-05,4283.140137,4285.729980,4241.609863,4250.279785,4250.279785,131198900
2016-04-06,4262.299805,4284.640137,4243.020020,4284.640137,4284.640137,106043100
2016-04-07,4288.709961,4316.779785,4229.120117,4245.910156,4245.910156,98335800
2016-04-08,4259.100098,4315.589844,4258.509766,4303.120117,4303.120117,100861900
2016-04-11,4294.120117,4338.810059,4263.080078,4312.629883,4312.629883,103360100
2016-04-12,4317.500000,4348.399902,4269.100098,4345.910156,4345.910156,121266000
2016-04-13,4407.029785,4490.310059,4404.580078,4490.310059,4490.310059,154790600
2016-04-14,4487.220215,4515.000000,4473.350098,4511.509766,4511.509766,125164800
2016-04-15,4502.160156,4508.160156,4482.330078,4495.169922,4495.169922,110271800
2016-04-18,4425.250000,4517.080078,4424.759766,4506.839844,4506.839844,92413600
